file,source,chamber,stratum,arm,seg_id,date,speaker,n_words,genre,regime_flag,pangram,fraction_ai,version,prior_p3
cbcctl003,expansion_web,BC,ctl,chamber,BC2009-11-05#t58w0,2009-11-05,M. Karagianis,334,,,Human,,4.0-web,
cbcctl004,expansion_web,BC,ctl,chamber,BC2015-10-28#t7w0,2015-10-28,H. Bains,262,,,Human,,4.0-web,
cbcctl005,expansion_web,BC,ctl,chamber,BC2008-02-27#t59w1,2008-02-27,V. Roddick,338,,,Human,,4.0-web,
cbcctl006,expansion_web,BC,ctl,chamber,BC2019-03-04#t2w1,2019-03-04,N. Simons,124,,,Human,,4.0-web,
cbcctl007,expansion_web,BC,ctl,chamber,BC2015-07-13#t24w0,2015-07-13,R. Austin,356,,,Human,,4.0-web,
cbcctl008,expansion_web,BC,ctl,chamber,BC2017-10-05#t81w0,2017-10-05,Hon. H. Bains,319,,,Human,,4.0-web,
cbcctl009,expansion_web,BC,ctl,chamber,BC2007-11-01#t160w0,2007-11-01,D. MacKay,285,,,Human,,4.0-web,
cbcctl010,expansion_web,BC,ctl,chamber,BC2006-11-27#t110w0,2006-11-27,A. Dix,340,,,Human,,4.0-web,
cbcctl011,expansion_web,BC,ctl,chamber,BC2009-10-21#t37w0,2009-10-21,R. Cantelon,277,,,Human,,4.0-web,
cbcctl012,expansion_web,BC,ctl,chamber,BC2010-05-25#t251w0,2010-05-25,R. Fleming,327,,,Human,,4.0-web,
cbcctl013,expansion_web,BC,ctl,chamber,BC2018-03-06#t35w0,2018-03-06,A. Weaver,205,,,Human,,4.0-web,
cbcctl014,expansion_web,BC,ctl,chamber,BC2008-04-08#t85w0,2008-04-08,Hon. P. Bell,201,,,Human,,4.0-web,
cbcctl015,expansion_web,BC,ctl,chamber,BC2015-07-14#t9w1,2015-07-14,D. Eby,298,,,Human,,4.0-web,
cbcctl016,expansion_web,BC,ctl,chamber,BC2015-05-27#t206w2,2015-05-27,J. Horgan,329,,,Human,,4.0-web,
cbcctl017,expansion_web,BC,ctl,chamber,BC2016-02-18#t3w10,2016-02-18,K. Corrigan,309,,,Human,,4.0-web,
cbcctl018,expansion_web,BC,ctl,chamber,BC2017-09-20#t66w0,2017-09-20,Hon. M. Farnworth,155,,,Human,,4.0-web,
cbcctl019,expansion_web,BC,ctl,chamber,BC2010-04-15#t75w0,2010-04-15,Hon. R. Coleman,225,,,Human,,4.0-web,
cbcctl020,expansion_web,BC,ctl,chamber,BC2019-05-06#t109w0,2019-05-06,S. Bond,306,,,Human,,4.0-web,
cbcctl021,expansion_web,BC,ctl,chamber,BC2016-03-02#t382w0,2016-03-02,H. Bains,321,,,Human,,4.0-web,
cbcctl022,expansion_web,BC,ctl,chamber,BC2007-03-06#t86w1,2007-03-06,Hon. O. Ilich,199,,,Human,,4.0-web,
cbcctl023,expansion_web,BC,ctl,chamber,BC2017-10-18#t190w0,2017-10-18,S. Bond,348,,,Human,,4.0-web,
cbcctl024,expansion_web,BC,ctl,chamber,BC2008-03-05#t122w0,2008-03-05,J. Horgan,124,,,Human,,4.0-web,
cbcctl025,expansion_web,BC,ctl,chamber,BC2018-03-13#t130w0,2018-03-13,Hon. R. Fleming,155,,,Human,,4.0-web,
cbcctl026,expansion_web,BC,ctl,chamber,BC2018-10-04#t17w4,2018-10-04,L. Throness,148,,,Human,,4.0-web,
cbcctl027,expansion_web,BC,ctl,chamber,BC2007-05-28#t202w0,2007-05-28,C. James,322,,,Human,,4.0-web,
cbcctl028,expansion_web,BC,ctl,chamber,BC2007-03-28#t395w0,2007-03-28,S. Fraser,244,,,Human,,4.0-web,
cbcctl029,expansion_web,BC,ctl,chamber,BC2019-05-02#t18w1,2019-05-02,J. Rustad,303,,,Human,,4.0-web,
cbcctl030,expansion_web,BC,ctl,chamber,BC2008-04-15#t131w0,2008-04-15,D. Cubberley,337,,,Human,,4.0-web,
cbcctl031,expansion_web,BC,ctl,chamber,BC2009-11-05#t89w1,2009-11-05,M. Farnworth,217,,,Human,,4.0-web,
cbcctl032,expansion_web,BC,ctl,chamber,BC2015-05-11#t245w0,2015-05-11,Hon. T. Lake,294,,,Human,,4.0-web,
cbcctl033,expansion_web,BC,ctl,chamber,BC2019-05-28#t105w0,2019-05-28,D. Barnett,154,,,Human,,4.0-web,
cbcctl034,expansion_web,BC,ctl,chamber,BC2015-04-20#t69w0,2015-04-20,Hon. N. Letnick,157,,,Human,,4.0-web,
cbcctl035,expansion_web,BC,ctl,chamber,BC2007-04-23#t233w2,2007-04-23,Hon. S. Bond,349,,,Human,,4.0-web,
cbcctl036,expansion_web,BC,ctl,chamber,BC2018-11-26#t238w0,2018-11-26,Hon. C. Trevena,229,,,Human,,4.0-web,
cbcctl037,expansion_web,BC,ctl,chamber,BC2006-02-23#t139w12,2006-02-23,Hon. L. Reid,337,,,Human,,4.0-web,
cbcctl038,expansion_web,BC,ctl,chamber,BC2010-03-25#t111w0,2010-03-25,Hon. I. Black,321,,,Human,,4.0-web,
cbcctl039,expansion_web,BC,ctl,chamber,BC2007-05-17#t57w0,2007-05-17,D. Thorne,168,,,Human,,4.0-web,
cbcctl040,expansion_web,BC,ctl,chamber,BC2007-11-22#t106w4,2007-11-22,B. Lekstrom,315,,,Human,,4.0-web,
cbcctl041,expansion_web,BC,ctl,chamber,BC2009-11-05#t160w1,2009-11-05,M. Karagianis,196,,,Human,,4.0-web,
cbcctl042,expansion_web,BC,ctl,chamber,BC2008-04-29#t234w0,2008-04-29,Hon. I. Chong,198,,,Human,,4.0-web,
cbcctl043,expansion_web,BC,ctl,chamber,BC2017-02-22#t68w9,2017-02-22,Hon. S. Thomson,315,,,Human,,4.0-web,
cbcctl044,expansion_web,BC,ctl,chamber,BC2007-02-27#t36w1,2007-02-27,N. Simons,268,,,Human,,4.0-web,
cbcctl045,expansion_web,BC,ctl,chamber,BC2006-02-23#t139w13,2006-02-23,Hon. L. Reid,312,,,Human,,4.0-web,
cbcctl046,expansion_web,BC,ctl,chamber,BC2010-03-23#t17w0,2010-03-23,S. Simpson,125,,,Human,,4.0-web,
cbcctl047,expansion_web,BC,ctl,chamber,BC2008-03-04#t16w0,2008-03-04,M. Karagianis,325,,,Human,,4.0-web,
cbcctl048,expansion_web,BC,ctl,chamber,BC2006-04-27#t147w0,2006-04-27,Hon. O. Ilich,159,,,Human,,4.0-web,
cbcctl049,expansion_web,BC,ctl,chamber,BC2006-05-18#t26w0,2006-05-18,D. Routley,132,,,Human,,4.0-web,
cbcctl050,expansion_web,BC,ctl,chamber,BC2008-05-20#t247w0,2008-05-20,Hon. G. Abbott,338,,,Human,,4.0-web,
cbcctl051,expansion_web,BC,ctl,chamber,BC2006-02-20#t33w0,2006-02-20,Hon. J. Les,156,,,Human,,4.0-web,
cbcctl052,expansion_web,BC,ctl,chamber,BC2017-03-14#t100w0,2017-03-14,Hon. T. Wat,127,,,Human,,4.0-web,
cbcctl053,expansion_web,BC,ctl,chamber,BC2007-03-07#t455w2,2007-03-07,H. Lali,313,,,Human,,4.0-web,
cbcctl054,expansion_web,BC,ctl,chamber,BC2009-10-21#t506w0,2009-10-21,K. Corrigan,120,,,Human,,4.0-web,
cbcctl055,expansion_web,BC,ctl,chamber,BC2019-11-25#t139w1,2019-11-25,T. Stone,331,,,Human,,4.0-web,
cbcctl056,expansion_web,BC,ctl,chamber,BC2019-03-07#t28w0,2019-03-07,M. Lee,122,,,Human,,4.0-web,
cbcctl057,expansion_web,BC,ctl,chamber,BC2017-03-13#t70w0,2017-03-13,D. Donaldson,292,,,Human,,4.0-web,
cbcctl058,expansion_web,BC,ctl,chamber,BC2006-02-15#t34w0,2006-02-15,Hon. G. Campbell,191,,,Human,,4.0-web,
cbcctl059,expansion_web,BC,ctl,chamber,BC2018-03-08#t369w0,2018-03-08,Hon. R. Fleming,357,,,Human,,4.0-web,
cbcprev000,expansion_web,BC,prev,chamber,BC2025-04-30#t101w0,2025-04-30,Hon. Ravi Kahlon,289,,,Human,,4.0-web,
cbcprev001,expansion_web,BC,prev,chamber,BC2025-03-06#t3w0,2025-03-06,Jessie Sunner,161,,,Human,,4.0-web,
cbcprev002,expansion_web,BC,prev,chamber,BC2026-02-18#t92w0,2026-02-18,Korky Neufeld,322,,,Mixed,,4.0-web,
cbcprev003,expansion_web,BC,prev,chamber,BC2025-11-25#t23w2,2025-11-25,Hon. Josie Osborne,303,,,Mixed,,4.0-web,
cbcprev004,expansion_web,BC,prev,chamber,BC2025-05-01#t315w0,2025-05-01,Hon. Niki Sharma,175,,,Human,,4.0-web,
cbcprev005,expansion_web,BC,prev,chamber,BC2026-04-27#t11w1,2026-04-27,Susie Chant,360,,,Human,,4.0-web,
cbcprev006,expansion_web,BC,prev,chamber,BC2026-03-10#t340w0,2026-03-10,Linda Hepner,156,,,Human,,4.0-web,
cbcprev007,expansion_web,BC,prev,chamber,BC2026-04-14#t65w0,2026-04-14,Hon. Lana Popham,188,,,Human,,4.0-web,
cbcprev008,expansion_web,BC,prev,chamber,BC2025-05-05#t204w0,2025-05-05,Elenore Sturko,260,,,Human,,4.0-web,
cbcprev009,expansion_web,BC,prev,chamber,BC2025-02-26#t121w1,2025-02-26,Hon. Christine Boyle,336,,,Human,,4.0-web,
cbcprev010,expansion_web,BC,prev,chamber,BC2026-04-21#t255w0,2026-04-21,Hon. Ravi Parmar,122,,,Human,,4.0-web,
cbcprev011,expansion_web,BC,prev,chamber,BC2025-03-06#t65w1,2025-03-06,Hon. Randene Neill,354,,,Human,,4.0-web,
cbcprev012,expansion_web,BC,prev,chamber,BC2025-04-29#t552w0,2025-04-29,Jeremy Valeriote,153,,,Human,,4.0-web,
cbcprev013,expansion_web,BC,prev,chamber,BC2025-05-12#t73w0,2025-05-12,Hon. Sheila Malcolmson,352,,,Human,,4.0-web,
cbcprev014,expansion_web,BC,prev,chamber,BC2026-03-31#t275w0,2026-03-31,Hon. Sheila Malcolmson,290,,,Human,,4.0-web,
cbcprev015,expansion_web,BC,prev,chamber,BC2025-04-14#t159w0,2025-04-14,Hon. Niki Sharma,353,,,Human,,4.0-web,
cbcprev016,expansion_web,BC,prev,chamber,BC2025-05-14#t204w0,2025-05-14,Trevor Halford,242,,,Human,,4.0-web,
cbcprev017,expansion_web,BC,prev,chamber,BC2025-05-28#t91w0,2025-05-28,Teresa Wat,120,,,Human,,4.0-web,
cbcprev018,expansion_web,BC,prev,chamber,BC2025-03-11#t11w5,2025-03-11,Tony Luck,341,,,Human,,4.0-web,
cbcprev019,expansion_web,BC,prev,chamber,BC2026-04-01#t167w0,2026-04-01,Peter Milobar,148,,,Human,,4.0-web,
cbcprev020,expansion_web,BC,prev,chamber,BC2025-04-15#t23w0,2025-04-15,Bruce Banman,157,,,Human,,4.0-web,
cbcprev021,expansion_web,BC,prev,chamber,BC2025-10-27#t101w4,2025-10-27,Bruce Banman,345,,,Human,,4.0-web,
cbcprev022,expansion_web,BC,prev,chamber,BC2026-02-23#t25w0,2026-02-23,Stephanie Higginson,354,,,Mixed,,4.0-web,
cbcprev023,expansion_web,BC,prev,chamber,BC2025-04-29#t87w0,2025-04-29,Scott McInnis,174,,,Human,,4.0-web,
cbcprev024,expansion_web,BC,prev,chamber,BC2026-05-04#t114w0,2026-05-04,Hon. Jennifer Whiteside,243,,,Human,,4.0-web,
cbcprev025,expansion_web,BC,prev,chamber,BC2025-11-17#t87w5,2025-11-17,Lynne Block,332,,,AI,,4.0-web,
cbcprev026,expansion_web,BC,prev,chamber,BC2026-04-01#t87w1,2026-04-01,Rob Botterell,322,,,Human,,4.0-web,
cbcprev027,expansion_web,BC,prev,chamber,BC2026-05-27#t341w1,2026-05-27,Hon. Spencer Chandra Herbert,154,,,Human,,4.0-web,
cbcprev028,expansion_web,BC,prev,chamber,BC2026-03-31#t69w0,2026-03-31,Hon. Brenda Bailey,183,,,Human,,4.0-web,
cbcprev029,expansion_web,BC,prev,chamber,BC2026-04-16#t39w5,2026-04-16,Tony Luck,334,,,AI,,4.0-web,
cbcprev030,expansion_web,BC,prev,chamber,BC2026-02-26#t12w9,2026-02-26,Peter Milobar,270,,,Human,,4.0-web,
cbcprev031,expansion_web,BC,prev,chamber,BC2025-04-30#t733w0,2025-04-30,Gavin Dew,141,,,Human,,4.0-web,
cbcprev032,expansion_web,BC,prev,chamber,BC2025-04-03#t98w2,2025-04-03,Hon. Josie Osborne,348,,,Human,,4.0-web,
cbcprev033,expansion_web,BC,prev,chamber,BC2026-05-26#t335w0,2026-05-26,Hon. Spencer Chandra Herbert,144,,,Human,,4.0-web,
cbcprev034,expansion_web,BC,prev,chamber,BC2025-05-08#t25w2,2025-05-08,Sheldon Clare,349,,,AI,,4.0-web,
cbcprev035,expansion_web,BC,prev,chamber,BC2025-05-13#t398w0,2025-05-13,Tony Luck,187,,,Human,,4.0-web,
cbcprev036,expansion_web,BC,prev,chamber,BC2025-02-25#t17w3,2025-02-25,Sunita Dhir,332,,,Mixed,,4.0-web,
cbcprev037,expansion_web,BC,prev,chamber,BC2025-04-30#t724w0,2025-04-30,Hon. Niki Sharma,150,,,Human,,4.0-web,
cbcprev038,expansion_web,BC,prev,chamber,BC2026-05-07#t173w0,2026-05-07,Hon. Mike Farnworth,356,,,Human,,4.0-web,
cbcprev039,expansion_web,BC,prev,chamber,BC2026-04-15#t91w0,2026-04-15,Hon. Laanas / Tamara Davidson,345,,,Human,,4.0-web,
cbcprev040,expansion_web,BC,prev,chamber,BC2025-04-16#t113w1,2025-04-16,David Williams,355,,,AI,,4.0-web,
cbcprev041,expansion_web,BC,prev,chamber,BC2026-04-20#t285w1,2026-04-20,Hon. Kelly Greene,319,,,Human,,4.0-web,
cbcprev042,expansion_web,BC,prev,chamber,BC2026-05-27#t101w0,2026-05-27,Hon. David Eby,348,,,Human,,4.0-web,
cbcprev043,expansion_web,BC,prev,chamber,BC2025-10-27#t18w1,2025-10-27,George Anderson,281,,,AI,,4.0-web,
cbcprev044,expansion_web,BC,prev,chamber,BC2025-04-14#t88w10,2025-04-14,Á’a :líya Warbus,355,,,AI,,4.0-web,
cbcprev045,expansion_web,BC,prev,chamber,BC2025-05-01#t183w0,2025-05-01,Hon. Randene Neill,202,,,Human,,4.0-web,
cbcprev046,expansion_web,BC,prev,chamber,BC2026-04-13#t84w1,2026-04-13,Lorne Doerkson,347,,,Human,,4.0-web,
cbcprev047,expansion_web,BC,prev,chamber,BC2025-11-20#t192w1,2025-11-20,Steve Kooner,219,,,Human,,4.0-web,
cbcprev048,expansion_web,BC,prev,chamber,BC2025-05-28#t432w0,2025-05-28,Hon. Adrian Dix,166,,,Human,,4.0-web,
cbcprev049,expansion_web,BC,prev,chamber,BC2026-03-10#t25w4,2026-03-10,Anna Kindy,332,,,Human,,4.0-web,
cbcprev050,expansion_web,BC,prev,chamber,BC2026-04-13#t82w9,2026-04-13,Á’a :líya Warbus,343,,,Human,,4.0-web,
cbcprev051,expansion_web,BC,prev,chamber,BC2026-03-31#t54w0,2026-03-31,Hon. Josie Osborne,126,,,Human,,4.0-web,
cbcprev052,expansion_web,BC,prev,chamber,BC2025-05-01#t362w0,2025-05-01,Hon. Niki Sharma,121,,,Human,,4.0-web,
cbcprev053,expansion_web,BC,prev,chamber,BC2025-05-07#t146w0,2025-05-07,Hon. Mike Farnworth,144,,,Human,,4.0-web,
cbcprev054,expansion_web,BC,prev,chamber,BC2025-03-31#t9w1,2025-03-31,Paul Choi,316,,,AI,,4.0-web,
cbcprev055,expansion_web,BC,prev,chamber,BC2025-04-07#t172w0,2025-04-07,Lynne Block,344,,,Human,,4.0-web,
cbcprev056,expansion_web,BC,prev,chamber,BC2025-03-31#t119w0,2025-03-31,Hon. Adrian Dix,330,,,Human,,4.0-web,
cbcprev057,expansion_web,BC,prev,chamber,BC2025-05-12#t13w0,2025-05-12,Steve Morissette,322,,,AI,,4.0-web,
cbcprev058,expansion_web,BC,prev,chamber,BC2025-11-26#t283w0,2025-11-26,Claire Rattée,121,,,Human,,4.0-web,
cbcprev059,expansion_web,BC,prev,chamber,BC2026-03-11#t204w0,2026-03-11,Hon. Christine Boyle,138,,,Human,,4.0-web,
cbcprev060,expansion_web,BC,prev,chamber,BC2025-05-26#t514w0,2025-05-26,Hon. Adrian Dix,155,,,Human,,4.0-web,
cbcprev061,expansion_web,BC,prev,chamber,BC2026-05-07#t50w0,2026-05-07,Macklin McCall,238,,,Human,,4.0-web,
cbcprev062,expansion_web,BC,prev,chamber,BC2025-04-15#t13w5,2025-04-15,Larry Neufeld,344,,,Human,,4.0-web,
cbcprev063,expansion_web,BC,prev,chamber,BC2026-05-25#t63w0,2026-05-25,Trevor Halford,147,,,Human,,4.0-web,
cbcprev064,expansion_web,BC,prev,chamber,BC2025-03-12#t102w4,2025-03-12,Hon. Sheila Malcolmson,324,,,Human,,4.0-web,
cbcprev065,expansion_web,BC,prev,chamber,BC2025-11-18#t73w0,2025-11-18,David Williams,128,,,AI,,4.0-web,
cbcprev066,expansion_web,BC,prev,chamber,BC2025-02-19#t80w3,2025-02-19,Hon. Spencer Chandra Herbert,317,,,Human,,4.0-web,
cbcprev067,expansion_web,BC,prev,chamber,BC2026-05-26#t219w0,2026-05-26,Hon. Spencer Chandra Herbert,135,,,Human,,4.0-web,
cbcprev068,expansion_web,BC,prev,chamber,BC2026-03-10#t5w1,2026-03-10,Darlene Rotchford,324,,,Mixed,,4.0-web,
cbcprev069,expansion_web,BC,prev,chamber,BC2025-10-28#t87w1,2025-10-28,Hon. Laanas / Tamara Davidson,311,,,Human,,4.0-web,
cbcprev070,expansion_web,BC,prev,chamber,BC2025-05-06#t2w0,2025-05-06,Hon. Garry Begg,227,,,Human,,4.0-web,
cbcprev071,expansion_web,BC,prev,chamber,BC2025-11-18#t251w0,2025-11-18,Gavin Dew,221,,,Human,,4.0-web,
cbcprev072,expansion_web,BC,prev,chamber,BC2026-03-03#t149w0,2026-03-03,Hon. Spencer Chandra Herbert,232,,,Human,,4.0-web,
cbcprev073,expansion_web,BC,prev,chamber,BC2026-03-02#t59w0,2026-03-02,Peter Milobar,254,,,Human,,4.0-web,
cbcprev074,expansion_web,BC,prev,chamber,BC2025-05-14#t117w0,2025-05-14,Ian Paton,284,,,Human,,4.0-web,
cbcprev075,expansion_web,BC,prev,chamber,BC2026-02-26#t232w0,2026-02-26,Hon. Bowinn Ma,260,,,Human,,4.0-web,
cbcprev076,expansion_web,BC,prev,chamber,BC2026-04-21#t73w0,2026-04-21,Ward Stamer,172,,,Human,,4.0-web,
cbcprev077,expansion_web,BC,prev,chamber,BC2025-02-26#t18w0,2025-02-26,Macklin McCall,314,,,AI,,4.0-web,
cbcprev078,expansion_web,BC,prev,chamber,BC2025-04-07#t113w0,2025-04-07,Hon. Josie Osborne,326,,,Human,,4.0-web,
cbcprev079,expansion_web,BC,prev,chamber,BC2026-04-30#t59w4,2026-04-30,Hon. Josie Osborne,293,,,Human,,4.0-web,
cbcprev080,expansion_web,BC,prev,chamber,BC2026-03-31#t182w0,2026-03-31,Gavin Dew,329,,,Human,,4.0-web,
cbcprev081,expansion_web,BC,prev,chamber,BC2025-05-26#t465w0,2025-05-26,Hon. Adrian Dix,158,,,Human,,4.0-web,
cbcprev082,expansion_web,BC,prev,chamber,BC2025-03-05#t0w0,2025-03-05,Hon. Ravi Parmar,133,,,Human,,4.0-web,
cbcprev083,expansion_web,BC,prev,chamber,BC2026-04-27#t195w0,2026-04-27,Jordan Kealy,242,,,Human,,4.0-web,
cbcprev084,expansion_web,BC,prev,chamber,BC2025-10-06#t22w0,2025-10-06,Hon. David Eby,123,,,Human,,4.0-web,
cbcprev085,expansion_web,BC,prev,chamber,BC2025-05-27#t63w0,2025-05-27,Peter Milobar,319,,,Human,,4.0-web,
cbcprev086,expansion_web,BC,prev,chamber,BC2025-05-01#t272w0,2025-05-01,Gavin Dew,278,,,Human,,4.0-web,
cbcprev087,expansion_web,BC,prev,chamber,BC2026-03-03#t262w0,2026-03-03,Hon. Spencer Chandra Herbert,354,,,Human,,4.0-web,
cbcprev088,expansion_web,BC,prev,chamber,BC2026-05-25#t329w0,2026-05-25,Hon. Spencer Chandra Herbert,203,,,Human,,4.0-web,
cbcprev089,expansion_web,BC,prev,chamber,BC2025-04-03#t197w0,2025-04-03,Hon. Lisa Beare,195,,,Human,,4.0-web,
cbcprev090,expansion_web,BC,prev,chamber,BC2025-10-30#t87w0,2025-10-30,Hon. Adrian Dix,149,,,Human,,4.0-web,
cbcprev091,expansion_web,BC,prev,chamber,BC2025-05-06#t109w0,2025-05-06,Steve Kooner,189,,,Human,,4.0-web,
cbcprev092,expansion_web,BC,prev,chamber,BC2025-05-28#t412w0,2025-05-28,Hon. Adrian Dix,258,,,Human,,4.0-web,
cbcprev093,expansion_web,BC,prev,chamber,BC2025-05-13#t27w3,2025-05-13,Lawrence Mok,356,,,AI,,4.0-web,
cbcprev094,expansion_web,BC,prev,chamber,BC2025-02-27#t4w4,2025-02-27,Amna Shah,284,,,Human,,4.0-web,
cbcprev095,expansion_web,BC,prev,chamber,BC2025-04-08#t65w0,2025-04-08,Hon. Josie Osborne,196,,,Human,,4.0-web,
cbcprev096,expansion_web,BC,prev,chamber,BC2025-10-21#t74w2,2025-10-21,Hon. Bowinn Ma,250,,,Human,,4.0-web,
cbcprev097,expansion_web,BC,prev,chamber,BC2026-04-16#t13w1,2026-04-16,Lorne Doerkson,309,,,Human,,4.0-web,
cbcprev098,expansion_web,BC,prev,chamber,BC2026-03-31#t11w0,2026-03-31,Hon. Anne Kang,196,,,Mixed,,4.0-web,
cbcprev099,expansion_web,BC,prev,chamber,BC2025-11-18#t8w2,2025-11-18,Peter Milobar,304,,,Human,,4.0-web,
cbcprev100,expansion_web,BC,prev,chamber,BC2025-05-29#t48w1,2025-05-29,John Rustad,356,,,Human,,4.0-web,
cbcprev101,expansion_web,BC,prev,chamber,BC2025-05-15#t21w0,2025-05-15,Peter Milobar,130,,,Human,,4.0-web,
cbcprev102,expansion_web,BC,prev,chamber,BC2025-11-18#t199w0,2025-11-18,Hon. Adrian Dix,347,,,Human,,4.0-web,
cbcprev103,expansion_web,BC,prev,chamber,BC2025-04-16#t211w0,2025-04-16,Hon. Niki Sharma,169,,,Human,,4.0-web,
cbcprev104,expansion_web,BC,prev,chamber,BC2025-05-05#t649w0,2025-05-05,Gavin Dew,126,,,Human,,4.0-web,
cbcprev105,expansion_web,BC,prev,chamber,BC2025-05-05#t380w0,2025-05-05,Kristina Loewen,252,,,Human,,4.0-web,
cbcprev106,expansion_web,BC,prev,chamber,BC2026-03-12#t97w0,2026-03-12,Hon. Jodie Wickens,140,,,Human,,4.0-web,
cbcprev107,expansion_web,BC,prev,chamber,BC2026-04-21#t282w0,2026-04-21,Hon. Laanas / Tamara Davidson,315,,,Human,,4.0-web,
cbcprev108,expansion_web,BC,prev,chamber,BC2026-05-21#t192w0,2026-05-21,Jeremy Valeriote,134,,,Human,,4.0-web,
cbcprev109,expansion_web,BC,prev,chamber,BC2025-05-28#t148w2,2025-05-28,John Rustad,236,,,Human,,4.0-web,
cbcprev110,expansion_web,BC,prev,chamber,BC2025-05-05#t676w0,2025-05-05,Gavin Dew,338,,,Human,,4.0-web,
cbcprev111,expansion_web,BC,prev,chamber,BC2025-05-12#t17w0,2025-05-12,Teresa Wat,347,,,AI,,4.0-web,
cbcprev112,expansion_web,BC,prev,chamber,BC2026-05-25#t99w0,2026-05-25,Hon. Brenda Bailey,166,,,Human,,4.0-web,
cbcprev113,expansion_web,BC,prev,chamber,BC2025-04-29#t244w0,2025-04-29,Hon. Ravi Kahlon,346,,,Human,,4.0-web,
cbcprev114,expansion_web,BC,prev,chamber,BC2026-04-21#t122w0,2026-04-21,Hon. Kelly Greene,264,,,Human,,4.0-web,
cbcprev115,expansion_web,BC,prev,chamber,BC2025-10-28#t6w3,2025-10-28,Kristina Loewen,202,,,Mixed,,4.0-web,
cbcprev116,expansion_web,BC,prev,chamber,BC2026-03-10#t257w0,2026-03-10,Hon. Christine Boyle,131,,,Human,,4.0-web,
cbcprev117,expansion_web,BC,prev,chamber,BC2026-03-04#t79w1,2026-03-04,Harman Bhangu,340,,,AI,,4.0-web,
cbcprev118,expansion_web,BC,prev,chamber,BC2025-11-27#t221w0,2025-11-27,Rob Botterell,156,,,Human,,4.0-web,
cbcprev119,expansion_web,BC,prev,chamber,BC2025-11-25#t221w0,2025-11-25,Gavin Dew,186,,,Human,,4.0-web,
cmbctl000,expansion_web,MB,ctl,chamber,MB2015-06-29#t113w0,2015-06-29,Mr. Blaine Pedersen (Midland),339,,,Human,,4.0-web,
cmbctl001,expansion_web,MB,ctl,chamber,MB2016-06-22#t369w1,2016-06-22,Mr. Pedersen,185,,,Human,,4.0-web,
cmbctl002,expansion_web,MB,ctl,chamber,MB2018-05-16#t174w0,2018-05-16,Mrs. Smith,135,,,Human,,4.0-web,
cmbctl003,expansion_web,MB,ctl,chamber,MB2008-04-15#t9w0,2008-04-15,Mr. Kevin Lamoureux (Inkster),172,,,Human,,4.0-web,
cmbctl004,expansion_web,MB,ctl,chamber,MB2018-10-04#t233w1,2018-10-04,Mrs. Bernadette Smith (Point Douglas),346,,,Human,,4.0-web,
cmbctl005,expansion_web,MB,ctl,chamber,MB2017-04-27#t28w0,2017-04-27,Mr. Ted Marcelino (Tyndall Park),337,,,Human,,4.0-web,
cmbctl006,expansion_web,MB,ctl,chamber,MB2007-09-27#t180w0,2007-09-27,Mr. Chomiak,168,,,Human,,4.0-web,
cmbctl007,expansion_web,MB,ctl,chamber,MB2017-03-14#t26w0,2017-03-14,Mr. Jeff Wharton (Gimli),331,,,Human,,4.0-web,
cmbctl008,expansion_web,MB,ctl,chamber,MB2007-10-25#t146w4,2007-10-25,Mr. Rick Borotsik (Brandon West),268,,,Human,,4.0-web,
cmbctl009,expansion_web,MB,ctl,chamber,MB2016-10-13#t67w8,2016-10-13,Mr. Lindsey,333,,,Human,,4.0-web,
cmbctl010,expansion_web,MB,ctl,chamber,MB2018-05-10#t171w1,2018-05-10,Mr. Wishart,191,,,Human,,4.0-web,
cmbctl011,expansion_web,MB,ctl,chamber,MB2016-11-24#t54w0,2016-11-24,"Hon. Kelvin Goertzen (Minister of Health, Seniors and Active Living)",124,,,Human,,4.0-web,
cmbctl012,expansion_web,MB,ctl,chamber,MB2016-11-30#t39w0,2016-11-30,Mr. Friesen,148,,,Human,,4.0-web,
cmbctl013,expansion_web,MB,ctl,chamber,MB2009-12-03#t93w8,2009-12-03,Hon. Jon Gerrard (River Heights),346,,,Human,,4.0-web,
cmbctl014,expansion_web,MB,ctl,chamber,MB2015-05-04#t57w6,2015-05-04,Hon. Erna Braun (Minister of Labour and Immigration),156,,,Human,,4.0-web,
cmbctl015,expansion_web,MB,ctl,chamber,MB2018-06-19#t9w0,2018-06-19,Mr. James Allum (Fort Garry-Riverview),332,,,Human,,4.0-web,
cmbctl016,expansion_web,MB,ctl,chamber,MB2015-10-27#t58w0,2015-10-27,Mr. Blaine Pedersen (Midland),288,,,Human,,4.0-web,
cmbctl017,expansion_web,MB,ctl,chamber,MB2017-03-14#t11w0,2017-03-14,Mr. Pallister,210,,,Human,,4.0-web,
cmbctl018,expansion_web,MB,ctl,chamber,MB2010-06-03#t56w0,2010-06-03,Mr. Bidhu Jha (Radisson),292,,,Human,,4.0-web,
cmbctl019,expansion_web,MB,ctl,chamber,MB2009-04-21#t258w0,2009-04-21,Ms. Wowchuk,180,,,Human,,4.0-web,
cmbctl020,expansion_web,MB,ctl,chamber,MB2010-04-21#t19w0,2010-04-21,Mr. Kelvin Goertzen (Steinbach),133,,,Human,,4.0-web,
cmbctl021,expansion_web,MB,ctl,chamber,MB2010-05-04#t417w0,2010-05-04,Mr. Hawranik,129,,,Human,,4.0-web,
